CODMUNRES,municipio,uf,REG,deaths_total,live_births,nmr,idhm,expA,SMR_A,SMR_A_lo,SMR_A_hi,SMR_A_eb,expB,SMR_B,sig_excess,sig_deficit,excess_deaths,illdef_share,exp_prenatal,exp_delivery,exp_newborn,exp_malformation
211080,São Félix de Balsas,MA,Northeast,4,566,7.067137809187279,0.557,5.813027471728156,0.6881095985618728,0.18512735627213991,1.7616900643561335,0.9800123410933994,5.925216049507228,0.6750808690482536,False,False,0.0,0.0,1.2069431158260584,0.562916567969388,2.5639832921402497,1.0463489287704244
211085,São Francisco do Brejão,MA,Northeast,10,1268,7.886435331230284,0.584,12.506542929132252,0.7995814716076648,0.38279562467464573,1.4705469538720444,0.9742657003444598,12.374246338137574,0.808130024790268,False,False,0.0,0.09090909090909091,2.777216437368055,1.1587667632006258,5.334132078938467,2.320518735035316
211090,São Francisco do Maranhão,MA,Northeast,22,1524,14.435695538057743,0.528,16.44397470335168,1.3378760547178332,0.8381484999015995,2.0256525191306176,1.0548265140012205,16.243540038593995,1.354384570587993,False,False,5.556025296648318,0.043478260869565216,3.47218311659155,1.664284858944281,7.244235335889909,2.7976264519123295
211100,São João Batista,MA,Northeast,34,2747,12.377138696760102,0.598,27.91192672670102,1.2181172705456778,0.8434513056828892,1.7022500799409213,1.0539692932313862,27.52718764055439,1.2351425232379913,False,False,6.088073273298981,0.10526315789473684,6.618487715556164,3.3336140365178517,11.67327262530407,4.8367937980364895
211102,São João do Carú,MA,Northeast,23,2471,9.307972480777012,0.509,27.235863122859147,0.8444747976683737,0.5351536175386784,1.2671825427427692,0.962223701958544,27.026301335330643,0.8510228504679926,False,False,0.0,0.11538461538461539,5.765960090989865,2.88651409754635,12.022611438778439,4.514304148378775
211105,São João do Paraíso,MA,Northeast,12,1657,7.24200362100181,0.609,15.90284082028914,0.754582161489674,0.38945933698538,1.31818322856834,0.9612802495118492,16.21405825960691,0.7400984878594438,False,False,0.0,0.0,3.6546070046079393,1.5476787246647212,6.672719285794612,2.9946863271831052
211107,São João do Soter,MA,Northeast,33,2922,11.29363449691992,0.517,32.32340503772481,1.0209320447980506,0.7026479880337081,1.4338143481622696,1.0057721217201239,31.740789211972228,1.0396716911989325,False,False,0.676594962275189,0.10810810810810811,6.907737570326179,3.4641562604147165,14.219926761067697,5.3222469722586565
211110,São João dos Patos,MA,Northeast,37,4174,8.864398658361285,0.615,38.918557116512616,0.9507032824786148,0.6692941990169702,1.3104570255271821,0.9845043811286203,38.95610040141922,0.9497870582203357,False,False,0.0,0.05128205128205128,9.226528285146314,3.2704161837721526,16.019624979019596,7.603358319204612
211120,São José de Ribamar,MA,Northeast,406,37676,10.776090880135897,0.708,329.4721699646142,1.232274034081862,1.1153066046491455,1.358172121934829,1.1846863401107106,328.0935271163726,1.237452026464376,True,False,76.52783003538582,0.04918032786885246,93.5108467917559,30.77992433875235,125.08719257067597,65.35357031319569
211125,São José dos Basílios,MA,Northeast,10,1036,9.652509652509652,0.557,10.68026324235825,0.9363065097814905,0.4482520518867252,1.7220042418958645,0.992882383191898,10.944981655692075,0.9136607364526166,False,False,0.0,0.0,2.3159472284001503,1.133869265040816,4.635203364179773,1.8807554598552407
211130,São Luís,MA,Northeast,1811,164747,10.992612915561436,0.768,1327.3118709235287,1.364411815845455,1.302288399242688,1.428733069846438,1.3425053175942656,1342.880082228416,1.3485939839056749,True,False,483.68812907647134,0.05578727841501564,420.3407800425982,103.68974862548708,475.2513997454095,284.06436919771596
211140,São Luís Gonzaga do Maranhão,MA,Northeast,30,3114,9.633911368015411,0.54,33.33280941558158,0.9000141460016376,0.607117715132312,1.2848713533625833,0.9718101124304043,33.0105013691096,0.9088017072068238,False,False,0.0,0.0625,7.30206665745704,3.5067629437077095,14.456436180710122,5.650306209753532
211150,São Mateus do Maranhão,MA,Northeast,76,6923,10.977899754441715,0.616,64.54374032954009,1.177496060996277,0.927698565014193,1.473831216469068,1.076662262856134,63.289227903209316,1.2008362642096024,False,False,11.456259670459914,0.08433734939759036,15.540961799870606,5.267914960294023,26.376689094603254,12.607686226071557
211153,São Pedro da Água Branca,MA,Northeast,20,1661,12.040939193257074,0.605,15.793596322170371,1.2663360258185692,0.7731886129224194,1.9558484174096125,1.0417766494301295,15.743902331797859,1.2703330837873739,False,False,4.206403677829629,0.13043478260869565,3.6318054143589897,1.4343533957726482,6.6094097880973095,3.0220366716944427
211157,São Pedro dos Crentes,MA,Northeast,6,967,6.204756980351602,0.6,9.161321275906046,0.6549273646564268,0.2391560937643964,1.425531369017228,0.9663888171207546,9.182876788870526,0.6533900146925511,False,False,0.0,0.0,2.0272353869187496,0.8520915227936773,3.8974905063203074,1.768979715367024
211160,São Raimundo das Mangabeiras,MA,Northeast,51,3451,14.778325123152708,0.61,32.914630898324525,1.5494629168877019,1.153590973517405,2.0372996272771413,1.153514392129898,32.986069455195796,1.5461072156314988,True,False,18.085369101675475,0.08928571428571429,7.668535341024506,2.9676562299640716,13.700222038671212,6.266809026657163
211163,São Raimundo do Doca Bezerra,MA,Northeast,8,922,8.676789587852495,0.516,9.961894145697626,0.8030601292280409,0.3457867147116058,1.5824300344263138,0.979317177952332,10.186161879583386,0.785379232587574,False,False,0.0,0.0,2.0431945914491156,1.0602894937759066,4.448387027134856,1.6941098035892914
211167,São Roberto,MA,Northeast,7,842,8.31353919239905,0.516,9.231614158384394,0.7582639265357962,0.30378551749443244,1.5623771005167661,0.9762911865100755,9.34194239722735,0.7493088377506558,False,False,0.0,0.0,1.8816330526327516,0.981041383669654,4.139270341461801,1.5497573203964812
211170,São Vicente Ferrer,MA,Northeast,22,2844,7.735583684950773,0.592,29.100210293812975,0.7560082823414318,0.47362175705528736,1.1446576655649292,0.9377144637476551,29.06373669671605,0.7569570365150539,False,False,0.0,0.12,6.78904628699414,3.2956562771998597,12.249878032454074,5.05203551487108
211172,Satubinha,MA,Northeast,11,1228,8.957654723127037,0.493,14.158063588580612,0.7769424067901635,0.38731922364819976,1.3902492381965434,0.9681172370245082,13.878450303733814,0.7925956975931668,False,False,0.0,0.08333333333333333,2.9127828440188908,1.6158694500691604,6.364935656060942,2.2417241333325952
211174,Senador Alexandre Costa,MA,Northeast,18,1907,9.438909281594126,0.538,19.868586286982456,0.9059527306073749,0.5366509024070931,1.4318703658191119,0.9821636646242279,19.723841327085424,0.9126011359299373,False,False,0.0,0.1,4.274264454702378,1.9636026460379163,8.648672368302408,3.4934590171124063
211176,Senador La Rocque,MA,Northeast,29,2907,9.975920192638458,0.602,27.98662628240486,1.0362092131923828,0.6938219343927048,1.4882232454183248,1.008977367512972,27.310835183751355,1.0618496214005795,False,False,1.0133737175951403,0.12121212121212122,6.419337682760438,2.5814274925384018,11.743259149697897,5.284693169869579
211178,Serrano do Maranhão,MA,Northeast,20,1752,11.415525114155251,0.519,19.73421344590395,1.0134683125235588,0.618794808664145,1.5652957467293802,1.0025402875456553,19.584136775992306,1.0212346976925473,False,False,0.26578655409604934,0.047619047619047616,4.175242421846823,2.4083284759973123,8.758128296342605,3.157143138184513
211180,Sítio Novo,MA,Northeast,31,3089,10.035610229847848,0.564,32.573872745762905,0.9516829712559238,0.6465040745758536,1.3508841313293551,0.9866017111322102,32.705033918317845,0.9478663155471345,False,False,0.0,0.06060606060606061,7.205388225244239,3.411675620455478,14.046422185162244,5.594756616484768
211190,Sucupira do Norte,MA,Northeast,15,1813,8.27357970215113,0.579,18.173931072593245,0.8253580328925306,0.4616097628242932,1.3613802785359124,0.9692055398594608,17.84438956435428,0.840600343648841,False,False,0.0,0.0,4.065869810788655,1.855229490743086,7.7550482819372615,3.2815315549965938
211195,Sucupira do Riachão,MA,Northeast,10,616,16.233766233766232,0.568,6.176659422364983,1.6189981211836182,0.7750872414533074,2.9775736932025105,1.0419819870897338,6.166537365171362,1.621655624188715,False,False,3.823340577635017,0.0,1.3086803080389713,0.5754584698524129,2.692297459784345,1.1379798679331674
211200,Tasso Fragoso,MA,Northeast,10,1568,6.377551020408164,0.599,15.207401829251824,0.6575745227409423,0.31481050917380726,1.209375461660318,0.9479788972271523,15.39205445234619,0.6496858512916521,False,False,0.0,0.0,3.3728077904634937,1.388677211804555,6.4764105656716255,2.8736080939047066
211210,Timbiras,MA,Northeast,47,5446,8.630187293426367,0.537,59.43789161451442,0.7907413726048594,0.580956975541547,1.0515420939056959,0.9138245600871235,57.350570542616744,0.8195210536759121,False,False,0.0,0.04081632653061224,13.132950744346081,6.364657117545099,25.744676336705798,9.850104685548118
211220,Timon,MA,Northeast,297,31661,9.380626006759105,0.649,299.7370516062012,0.9908684909271839,0.8813674415552519,1.1102129351152992,0.9928839615642313,293.3536744434906,1.012429793366068,False,False,0.0,0.02622950819672131,78.66493129947578,27.59289151764,118.56663568873425,55.975925461237075
211223,Trizidela do Vale,MA,Northeast,36,3606,9.983361064891849,0.606,34.913182959647436,1.0311291308388784,0.722089643615159,1.4275596360498166,1.009071360608752,35.049672537330984,1.0271137329929925,False,False,1.0868170403525639,0.02702702702702703,8.213897481590388,3.347636580227132,14.512499726350196,6.49643105850655
211227,Tufilândia,MA,Northeast,12,989,12.133468149646108,0.555,10.12252154632051,1.185475372424566,0.611854448885333,2.0709126634081634,1.0197594286698546,10.025130330182915,1.1969919197829573,False,False,1.8774784536794904,0.0,2.1758719915414133,1.064707565994068,4.405435604871794,1.800128104516257
211230,Tuntum,MA,Northeast,56,5641,9.927317851444778,0.572,58.39993532200929,0.958905171576366,0.7243009184599802,1.245241306689651,0.9832516986923527,59.06796860502777,0.9480603671078909,False,False,0.0,0.017543859649122806,13.575739963754653,5.968994919355049,24.598803997048545,10.134525361664377
211240,Turiaçu,MA,Northeast,65,7145,9.097270818754374,0.561,77.56885302398314,0.8379652072450132,0.6466923997423271,1.0680722393132756,0.9226356780861772,78.20435607719565,0.8311557470767791,False,False,0.0,0.015151515151515152,17.609285226806584,8.680975252013592,33.22588392246383,12.792850204107703
211245,Turilândia,MA,Northeast,31,3823,8.108815066701544,0.536,42.29252358856907,0.7329900741221969,0.4979400534174552,1.0404564224227628,0.9112131137826037,41.155597987519755,0.7532389642206294,False,False,0.0,0.06060606060606061,9.196832005580276,4.48064522812564,18.464304385997426,6.946527955972871
211250,Tutóia,MA,Northeast,98,10845,9.036422314430617,0.561,113.83193759620718,0.8609183158037126,0.6989183380784435,1.0491937871522543,0.9203329344272876,112.24477848672808,0.8730918384019761,False,False,0.0,0.09259259259259259,26.371472986348476,11.217306279885179,48.04830604051072,19.57451245032269
211260,Urbano Santos,MA,Northeast,58,6928,8.371824480369515,0.588,72.0835502138821,0.8046218565526502,0.6109468347930258,1.0401789530592307,0.91028321113994,73.61569552604517,0.7878754603286965,False,False,0.0,0.17142857142857143,16.919590408081337,8.114393225337276,30.313486796629963,12.302590876412099
211270,Vargem Grande,MA,Northeast,85,9144,9.295713035870516,0.542,102.3721729222614,0.8303037590551746,0.6631968657331864,1.0266952258232627,0.9072328803590042,101.19319993564785,0.8399773903192541,False,False,0.0,0.07608695652173914,23.068912803250246,11.47260373523709,44.12743941511889,16.40374554007868
211280,Viana,MA,Northeast,115,10572,10.877790389708665,0.618,103.48479670201047,1.1112743481648626,0.9174541622564922,1.33392709950706,1.0611278131677853,103.64568751709324,1.1095492996853749,False,False,11.51520329798953,0.017094017094017096,25.3387356818712,10.21512801564031,42.36455386632487,18.838412059138538
211285,Vila Nova dos Martírios,MA,Northeast,21,1804,11.64079822616408,0.581,17.764151488216626,1.1821560975726753,0.731495479244571,1.8071361473778484,1.031520521818628,17.713765587766588,1.1855186801446067,False,False,3.2358485117833737,0.045454545454545456,3.9895488623362865,1.67041125968593,7.541292826277721,3.288748364292746
211290,Vitória do Mearim,MA,Northeast,42,5341,7.863695937090432,0.596,53.438568119193334,0.785949202574442,0.5663833865828498,1.0624019456777498,0.9173112881471507,53.17699608210878,0.789815203836434,False,False,0.0,0.06666666666666667,12.693085654906202,5.536838550468816,22.232576505369572,9.534030397402681
211300,Vitorino Freire,MA,Northeast,45,5219,8.622341444721211,0.57,52.37943987759368,0.8591157161122989,0.6265865685037005,1.1495915539257773,0.9462428943574426,52.19206619337271,0.8622000101178989,False,False,0.0,0.0425531914893617,12.086937639158306,4.899533275796348,22.021878871896966,9.469672750251046
211400,Zé Doca,MA,Northeast,93,7984,11.648296593186371,0.595,80.20187339087339,1.159573911032644,0.9359012573110872,1.4205709835711406,1.0775192119190669,79.48645302360663,1.1700106931728353,False,False,12.798126609126612,0.07,19.092721723661626,7.830605775827109,33.30834335601584,14.332079717302198
220005,Acauã,PI,Northeast,15,958,15.657620041753653,0.528,10.018176782729162,1.497278429530137,0.8374042696538849,2.4696740616868333,1.052488592304214,9.950519271384925,1.5074590170521103,False,False,4.981823217270838,0.11764705882352941,2.089854200092532,0.9686746791209845,4.417931512019635,1.7701576648333055
220010,Agricolândia,PI,Northeast,10,765,13.0718954248366,0.599,7.300920960405996,1.3696902150059589,0.6557323300773317,2.5190600894935122,1.0292756880344982,7.412414381500009,1.3490880953658118,False,False,2.699079039594004,0.09090909090909091,1.6163035717896945,0.6950853544695926,3.109230460761236,1.396212713668704
220020,Água Branca,PI,Northeast,24,3042,7.889546351084813,0.639,27.871702861116322,0.8610883992123166,0.5515529845742461,1.2812857762172216,0.9656660503888586,28.118634322614806,0.8535265164246495,False,False,0.0,0.07692307692307693,6.673132330086777,2.4789905338231657,11.41750537871444,5.496712445967737
220025,Alagoinha do Piauí,PI,Northeast,9,887,10.146561443066515,0.531,9.213525219024271,0.9768248076660841,0.44574524143216127,1.8544238263261434,0.9977310581898119,9.112658985114031,0.9876370897563417,False,False,0.0,0.0,1.9117830340630806,0.8389851301333654,4.064488135506062,1.6505339232958287
220027,Alegrete do Piauí,PI,Northeast,5,649,7.704160246533128,0.585,6.248269193769951,0.8002216045661765,0.2578870508444814,1.8674234037144288,0.9863042158558797,6.208470755886794,0.8053513009236716,False,False,0.0,0.16666666666666666,1.3454331678847633,0.5521670617414118,2.6907520292721916,1.200464884140527
220030,Alto Longá,PI,Northeast,9,1401,6.423982869379015,0.585,13.802149435972881,0.6520723487128084,0.29755401810760035,1.237907238280171,0.9513442620107099,13.798657463231484,0.6522373661337562,False,False,0.0,0.0,3.0827610691515472,1.2425092012549896,5.8680411594190955,2.568251940385455
220040,Altos,PI,Northeast,74,6754,10.956470239857865,0.614,65.42562977275564,1.1310552188343608,0.8880871304233181,1.4199554510266068,1.0570408011876993,64.48616828281665,1.1475329046604008,False,False,8.574370227244358,0.03896103896103896,15.646774974833155,5.887974598177493,26.973261067317736,12.204682913789998
220045,Alvorada do Gurguéia,PI,Northeast,8,879,9.101251422070536,0.578,8.767560641299522,0.9124544816167072,0.3928904275516926,1.7979916125896405,0.9918049834523229,9.213290322228344,0.8683108553193952,False,False,0.0,0.1111111111111111,1.9022338104140162,0.8867118113306194,3.78765148686387,1.6024373554544529
220050,Amarante,PI,Northeast,36,2927,12.299282541851724,0.598,28.427036921486827,1.2664000155707076,0.8868475427260278,1.7532833582645562,1.0668273258540386,28.639345530687955,1.257011964935612,False,False,7.5729630785131725,0.05263157894736842,6.5064204880729894,2.575947420981354,11.945207821853081,5.333779281024237
220060,Angical do Piauí,PI,Northeast,14,971,14.418125643666324,0.63,8.682918102923026,1.6123611709854808,0.8807558251948026,2.7054266206966644,1.0568202497381578,8.905459012258843,1.5720694442283376,False,False,5.317081897076974,0.0,1.9962308140376308,0.7249911803691229,3.6051195375059106,1.7798067601380139
220070,Anísio de Abreu,PI,Northeast,23,1453,15.82931865106676,0.594,14.381184783747898,1.5993119027294733,1.013502774365149,2.3998586211632174,1.0868171403569484,15.466296579351726,1.4871045490428616,True,False,8.618815216252102,0.0,3.225465704009857,1.4410102741771211,6.119795418297107,2.632901945667376
220080,Antônio Almeida,PI,Northeast,4,532,7.518796992481203,0.62,4.881797916720418,0.8193702542048671,0.22044140829600553,2.097742044114039,0.9901778116309299,4.978384998196811,0.8034734158665541,False,False,0.0,0.0,1.0682241026930481,0.42474110334333115,2.0771315868083637,0.9814883642937324
220090,Aroazes,PI,Northeast,4,692,5.780346820809248,0.583,6.713770645075993,0.5957903853825683,0.16029001654496855,1.5253355055081468,0.9703762986449908,6.8512977978036504,0.5838309934918166,False,False,0.0,0.0,1.4481123767907857,0.5946205941737593,2.8915429450300145,1.2794489229478265
220095,Aroeiras do Itaim,PI,Northeast,4,303,13.2013201320132,0.519,3.1932860243451184,1.2526281609303453,0.33700407654496056,3.20696381805414,1.0091580874416861,3.2066089143212424,1.2474237136107689,False,False,0.8067139756548816,0.0,0.6290715205079709,0.3053516200584841,1.4437002778513925,0.5672308849236604
220100,Arraial,PI,Northeast,8,606,13.2013201320132,0.56,6.192335046418762,1.2919197588681304,0.5562829890701316,2.545727964936982,1.0198455525912635,6.115774456020966,1.3080927129554325,False,False,1.807664953581238,0.0,1.3002874269756983,0.613153701707546,2.7180624502203403,1.1150826436341623
220105,Assunção do Piauí,PI,Northeast,18,1264,14.240506329113924,0.499,14.166495047780012,1.2706036277350568,0.7526558068527485,2.008205969020428,1.0386985009855252,14.039459679997373,1.2821006228356053,False,False,3.8335049522199878,0.05263157894736842,2.890985489679371,1.559031778302114,6.367524244300363,2.318623186086915
220110,Avelino Lopes,PI,Northeast,15,1890,7.936507936507936,0.554,19.41756028855596,0.772496635884812,0.4320452151215497,1.2741884653903366,0.9576504576278682,20.77011198598486,0.7221915803882817,False,False,0.0,0.0,4.208697441254077,1.8698512413595019,8.408929803155061,3.4651620172781294
220115,Baixa Grande do Ribeiro,PI,Northeast,30,2863,10.478519035976248,0.564,29.25968851823895,1.0253014136257663,0.6916320752599285,1.4637330099559471,1.0064851993158006,29.15789335568741,1.0288809151621487,False,False,0.7403114817610508,0.0,6.376904446015509,2.7932347227482492,12.632550533599218,5.247241219708015
220117,Barra D'Alcântara,PI,Northeast,7,488,14.344262295081968,0.577,4.861601408875004,1.4398547744414594,0.576853272934749,2.96677192324653,1.0238245969401194,4.820595045103028,1.4521028907231914,False,False,2.1383985911249956,0.125,1.0295849855776575,0.4713258838424698,2.1198301232455132,0.8978821934562827
220120,Barras,PI,Northeast,76,7734,9.82673907421774,0.595,78.4313464203569,0.9690003228132031,0.7634337292062844,1.2128642904523634,0.9851135065860765,79.72835937336112,0.9532367227588175,False,False,0.0,0.0379746835443038,18.44019464553817,7.564664123962318,32.76925596078567,13.938540062275706
220130,Barreiras do Piauí,PI,Northeast,3,465,6.451612903225806,0.557,4.563374569750674,0.6574082302790036,0.13213304353620578,1.9208075656119525,0.9825238664950622,4.891160799448194,0.6133513337648705,False,False,0.0,0.0,0.9403871014401031,0.3886973454192573,2.004594606242522,0.8714699951118255
220140,Barro Duro,PI,Northeast,6,961,6.243496357960457,0.612,8.751042599543458,0.6856325896885727,0.25036854582111734,1.4923651338562025,0.9706227559330478,8.759787643601236,0.6849481110860971,False,False,0.0,0.0,1.9676828987747523,0.7083282287994096,3.6723193110197445,1.7756981723414713
220150,Batalha,PI,Northeast,42,3679,11.416145691764068,0.545,39.008161992046794,1.0766977436302485,0.7759072881121131,1.4554194774836924,1.0241467161923299,39.787976185394044,1.0555952834670184,False,False,2.9918380079532056,0.0,8.524920804817867,3.6527959427104544,16.878185357991697,6.756567044017529
220155,Bela Vista do Piauí,PI,Northeast,15,598,25.08361204013378,0.576,5.864432492929324,2.557792253229161,1.430532966680008,4.218930199218791,1.1006577052595907,5.916326765529806,2.535356918991399,True,False,9.135567507070675,0.0625,1.27534118763984,0.597882396396612,2.52700921744726,1.088427492703015
220157,Belém do Piauí,PI,Northeast,7,374,18.71657754010695,0.551,3.7153565094532266,1.8840722235374825,0.7548214221914464,3.8820669093714364,1.037068678189613,3.6943104188656193,1.8948055811047495,False,False,3.2846434905467734,0.125,0.7748744806267155,0.34300626881237006,1.628494263097595,0.6936863287795382
220160,Beneditinos,PI,Northeast,12,1298,9.244992295839754,0.557,13.22269280503916,0.90753072592194,0.46840004024698373,1.5853698157389087,0.9875384217153645,13.249808846780791,0.9056734431995638,False,False,0.0,0.07692307692307693,2.7939364993810885,1.136131023732067,5.769918625213472,2.419602788118095
220170,Bertolínia,PI,Northeast,11,803,13.6986301369863,0.612,7.405924813338751,1.485297282547075,0.7404463771512044,2.6577689639666744,1.0389389572158005,7.6710109508419375,1.4339700556408002,False,False,3.5940751866612493,0.08333333333333333,1.640535912285439,0.6168579923856821,3.13354475884175,1.4843736650965207
220173,Betânia do Piauí,PI,Northeast,21,1193,17.60268231349539,0.489,13.238891564569226,1.5862355165897386,0.9815320597551098,2.424843509389136,1.079087482300607,12.873184227304524,1.631298024575628,False,False,7.761108435430774,0.08695652173913043,2.631898131842863,1.3204750697128742,5.998903378187624,2.221767305932875
220177,Boa Hora,PI,Northeast,13,934,13.918629550321198,0.575,9.391791503876545,1.384187457167691,0.7363069059526671,2.367144436992348,1.0382687177786143,9.421241501039434,1.379860605267971,False,False,3.6082084961234546,0.0,2.019186101476263,0.8980782211606084,4.071725155221596,1.7158291720287309
220180,Bocaina,PI,Northeast,8,455,17.582417582417584,0.632,4.055808049721222,1.9724799354224578,0.8493228985978106,3.886771835025855,1.044341611950061,4.188794155405289,1.9098575158382198,False,False,3.9441919502787783,0.0,0.9063995905613755,0.32558296616291715,1.7024189974222124,0.8421682955662271
220190,Bom Jesus,PI,Northeast,51,5495,9.281164695177434,0.668,47.84846184914521,1.0658649835138032,0.7935473708783924,1.4014445327947187,1.0237416917603852,51.74318010104648,0.9856371390472105,False,False,3.1515381508547904,0.019230769230769232,11.719008346890867,3.6025535703838405,19.246274970530305,10.04120956324987
220191,Bom Princípio do Piauí,PI,Northeast,9,952,9.453781512605042,0.532,10.001162075025922,0.8998954254000201,0.4106407827796987,1.7083795425414223,0.9894498444030059,9.605743411953853,0.9369394552846335,False,False,0.0,0.0,2.0293080261758747,0.9132699168619982,4.459477129303354,1.77952790526226
220192,Bonfim do Piauí,PI,Northeast,3,852,3.5211267605633805,0.542,8.644658020893036,0.34703512767646594,0.06975088768573287,1.0139631176980646,0.9396544810424998,9.178790824494925,0.3268404365413871,False,False,0.0,0.0,1.803436196843612,0.780150419831759,3.7950224051443375,1.5844108560160441
220194,Boqueirão do Piauí,PI,Northeast,9,976,9.221311475409836,0.56,9.719647522918985,0.9259595040641081,0.4225343577029128,1.7578601127589286,0.9923938551491543,9.79755171009972,0.9185968358526171,False,False,0.0,0.0,2.063256182667675,0.8616186794858467,4.225939806863124,1.8111739256593669
220196,Brasileira,PI,Northeast,6,1032,5.813953488372093,0.577,10.111330333916841,0.5933937278138327,0.21668620623707982,1.2915957079002904,0.9567254113053778,10.131294112304769,0.5922244417633494,False,False,0.0,0.0,2.1880502050587727,0.8702196622629541,4.350608360499209,1.9126663567848214
220198,Brejo do Piauí,PI,Northeast,1,505,1.98019801980198,0.515,5.279098558940706,0.18942627966405276,0.0024762054979712293,1.0539215211921116,0.9525458971646058,5.341500510601643,0.1872133116930779,False,False,0.0,0.5,1.0469411337570453,0.46475622703258085,2.3739364551137596,0.9518542146780898
220200,Buriti dos Lopes,PI,Northeast,13,3380,3.8461538461538463,0.565,34.5936504322977,0.375791506173711,0.19989913921069177,0.6426533983542001,0.8192818004609552,33.68227449324027,0.38595968341178927,False,True,0.0,0.13333333333333333,7.712619654915998,3.3009497647694275,14.794032975048054,6.166304659624229
220202,Buriti dos Montes,PI,Northeast,7,747,9.370816599732263,0.574,7.59017237579264,0.9222451946315635,0.36948181748255315,1.9002549412271967,0.9936186881005653,7.511703198211397,0.9318792043949182,False,False,0.0,0.125,1.639534305117168,0.7428831638362522,3.289152012759553,1.3680101235967406
220205,Cabeceiras do Piauí,PI,Northeast,9,1217,7.395234182415777,0.583,12.194039524167072,0.7380655099701061,0.33679446544813507,1.4011583820729392,0.9671017244303444,12.222783033793288,0.7363298501754464,False,False,0.0,0.0,2.6902783885770574,1.1747865934067563,5.2278019199493375,2.222032290575469
220207,Cajazeiras do Piauí,PI,Northeast,4,421,9.501187648456057,0.562,4.226811852883894,0.9463397329291714,0.25460097237214685,2.4228078034241403,0.9974550159483301,4.301827776333114,0.9298373175249726,False,False,0.0,0.0,0.8792533750089073,0.4028783019284417,1.857944426292873,0.7789159741574788
220208,Cajueiro da Praia,PI,Northeast,8,1233,6.488240064882401,0.546,12.569882631095076,0.6364419012322192,0.27404318322147,1.2541088058317251,0.9531121927365076,12.224104494463038,0.6544446673884075,False,False,0.0,0.1111111111111111,2.633062129258279,1.1051269194390685,5.508322598777698,2.2972477775100937
220209,Caldeirão Grande do Piauí,PI,Northeast,10,762,13.123359580052494,0.588,7.346359351022039,1.3612184651175254,0.6516765222506323,2.5034793057525473,1.0287686597649934,7.198335087347014,1.3892101268774852,False,False,2.6536406489779614,0.0,1.6000142002321915,0.6624518493421615,3.150105173776438,1.4033489011434819
220210,Campinas do Piauí,PI,Northeast,8,598,13.377926421404682,0.544,6.217595741705586,1.2866709789989452,0.5540229362034123,2.535385243879376,1.019562801337059,6.262331814205853,1.2774794177868882,False,False,1.782404258294414,0.0,1.2771870756475787,0.5803188348882757,2.756302228655627,1.112322215170673
220211,Campo Alegre do Fidalgo,PI,Northeast,10,657,15.220700152207002,0.537,6.827144401096666,1.464741246485671,0.7012375353168787,2.6938728006032964,1.0345922920650177,6.953378801991551,1.4381497520508808,False,False,3.1728555989033342,0.09090909090909091,1.3890128268478894,0.6234230195243629,3.037332809031191,1.227177103935458
220213,Campo Grande do Piauí,PI,Northeast,8,878,9.111617312072893,0.56,8.764892279936776,0.9127322669227039,0.3930100381074403,1.798538988552327,0.9918332400872368,8.610152274203598,0.9291357162135632,False,False,0.0,0.0,1.8642448455714902,0.8028969126918231,3.8111567753010926,1.6233413983029132
220217,Campo Largo do Piauí,PI,Northeast,14,1133,12.35657546337158,0.528,12.366841944495198,1.1320594265564916,0.6183899441071917,1.8995146769408973,1.0167914722047344,12.663468641730995,1.1055422804036976,False,False,1.6331580555048024,0.2222222222222222,2.5534424624892575,1.3161567082543615,5.512354959209711,2.079343718918982
220220,Campo Maior,PI,Northeast,57,6267,9.09526089037817,0.656,57.13837498886384,0.9975782477382178,0.7555097720339718,1.2925019183382438,0.9990257525472922,57.675372654418425,0.9882901033259872,False,False,0.0,0.017241379310344827,14.231844040775314,4.8265469905507725,22.980707626059857,11.289876047764274
220225,Canavieira,PI,Northeast,5,459,10.893246187363834,0.583,4.543580156739985,1.10045378919594,0.3546427397948447,2.5680550848971464,1.0051032040688577,4.622773615400888,1.0816017430190337,False,False,0.45641984326001506,0.0,0.9681358835601678,0.4455072601410454,1.9751953798735284,0.8424014612743157
220230,Canto do Buriti,PI,Northeast,26,3012,8.632138114209827,0.576,29.92142017297336,0.8689427122675347,0.5674782716084102,1.2732531387631347,0.9658459697924441,30.7125204773458,0.8465602821226654,False,False,0.0,0.037037037037037035,6.75223763011696,2.6790499905475773,12.675026550803397,5.513608491979221
220240,Capitão de Campos,PI,Northeast,9,1651,5.451241671714113,0.583,16.462356384430244,0.5467018080420136,0.24947127417794743,1.0378696883743075,0.9263752834615097,16.787213122430202,0.5361223411153735,False,False,0.0,0.0,3.627930407458344,1.5276475242708656,7.052101246180428,3.0262953873416953
220245,Capitão Gervásio Oliveira,PI,Northeast,11,539,20.40816326530612,0.553,5.511624014802101,1.9957820000889452,0.9949318354742279,3.571222758573665,1.0607081337012068,5.7138047433307815,1.9251620407293977,False,False,5.488375985197899,0.21428571428571427,1.1588771879535968,0.5657132074798898,2.4198780240969167,0.9879525658232834
220250,Caracol,PI,Northeast,21,1845,11.382113821138212,0.552,19.202457168760986,1.093610042477444,0.6767048816745064,1.6717777313455986,1.0172679973694083,20.55750550262778,1.0215247174476327,False,False,1.7975428312390136,0.045454545454545456,4.078546504036014,1.7991605072099972,8.394069333387899,3.40701865395258
